branded_food_category,"Carbohydrate, by difference_count","Carbohydrate, by difference_mean","Carbohydrate, by difference_std","Carbohydrate, by difference_min","Carbohydrate, by difference_25%","Carbohydrate, by difference_50%","Carbohydrate, by difference_75%","Carbohydrate, by difference_max",Cholesterol_count,Cholesterol_mean,Cholesterol_std,Cholesterol_min,Cholesterol_25%,Cholesterol_50%,Cholesterol_75%,Cholesterol_max,Energy_count,Energy_mean,Energy_std,Energy_min,Energy_25%,Energy_50%,Energy_75%,Energy_max,"Fiber, total dietary_count","Fiber, total dietary_mean","Fiber, total dietary_std","Fiber, total dietary_min","Fiber, total dietary_25%","Fiber, total dietary_50%","Fiber, total dietary_75%","Fiber, total dietary_max",Protein_count,Protein_mean,Protein_std,Protein_min,Protein_25%,Protein_50%,Protein_75%,Protein_max,"Sugars, total including NLEA_count","Sugars, total including NLEA_mean","Sugars, total including NLEA_std","Sugars, total including NLEA_min","Sugars, total including NLEA_25%","Sugars, total including NLEA_50%","Sugars, total including NLEA_75%","Sugars, total including NLEA_max",Total lipid (fat)_count,Total lipid (fat)_mean,Total lipid (fat)_std,Total lipid (fat)_min,Total lipid (fat)_25%,Total lipid (fat)_50%,Total lipid (fat)_75%,Total lipid (fat)_max,PE_ratio_count,PE_ratio_mean,PE_ratio_std,PE_ratio_min,PE_ratio_25%,PE_ratio_50%,PE_ratio_75%,PE_ratio_max
Fruit/Nuts/Seeds Combination,18.0,51.19,1.2244998979175143,50.0,50.0,51.19,52.38,52.38,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,471.5,4.630461798847739,467.0,467.0,471.5,476.0,476.0,18.0,18.95,1.1330593671170834,16.7,19.0,19.0,20.0,20.0,18.0,23.569999999999997,0.24695796260521294,23.33,23.33,23.57,23.81,23.81,18.0,1.3483333333333332,2.0075658365880042,0.0,0.0,0.0,3.33,4.76,18.0,19.92166666666667,0.820303028656806,19.05,19.05,20.0,20.0,21.43,18.0,4.998909092544942,0.003284281381928558,4.995717344753747,4.995717344753747,4.998909092544941,5.0021008403361344,5.0021008403361344
"Fruits, Vegetables & Produce",20.0,56.3015,17.84415790436157,4.23,60.83,62.019999999999996,62.86,63.89,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,261.1,111.9045175702553,28.0,200.0,295.0,341.0,464.0,20.0,22.979999999999997,12.296066979237496,2.1,15.4,24.4,34.3,44.4,20.0,18.732499999999998,7.080279413903618,2.11,20.0,21.2,22.3475,24.44,20.0,3.1005,2.531056519571058,0.0,2.245,2.86,3.1075,10.71,20.0,2.011,6.329908039574801,0.0,0.0,0.0,1.3125,28.57,20.0,7.884004792198558,2.739206274076958,0.7693965517241379,6.665689149560118,7.437526812526812,10.0,13.305389221556887
"Gelatin, Gels, Pectins & Desserts",1260.0,35.028912698412846,35.60121435277037,0.0,5.05,18.7,85.71,100.0,1260.0,1.588095238095238,23.974357850328786,0.0,0.0,0.0,0.0,381.0,1260.0,182.0484126984127,158.2595771584493,5.0,54.5,94.5,381.0,500.0,1260.0,0.2877777777777781,2.6440203006220413,0.0,0.0,0.0,0.0,44.4,1260.0,7.768809523809583,16.030493059038225,0.0,0.88,1.41,4.76,111.11,1260.0,31.404690476190495,36.75954080040239,0.0,0.0,16.39,84.62,95.24,1260.0,0.13332539682539668,0.5210482854746836,0.0,0.0,0.0,0.0,4.72,1260.0,5.778726092633519,7.897213807307629,0.0,1.2388059701492538,1.4193548387096775,10.00900900900901,39.96762589928058
Grain Based Products / Meals,307.0,61.679478827361606,22.609154554342187,5.63,66.19,72.23,74.0,82.76,307.0,3.95114006514658,8.057040744513404,0.0,0.0,0.0,4.0,36.0,307.0,303.1009771986971,92.52146667896905,73.0,325.0,339.0,357.0,386.0,307.0,3.2254071661237798,2.307788619884008,0.7,1.9,2.5,3.8,14.7,307.0,9.384788273615639,3.2859732898429628,2.5,7.4350000000000005,9.14,10.51,29.41,307.0,3.882931596091207,3.4541515996092857,0.0,1.79,3.18,4.84,24.14,307.0,2.7624429967426716,2.1705050975005693,0.0,1.14,2.0,3.6550000000000002,9.87,307.0,3.4870688555215765,1.8013675830694686,1.4281767955801106,2.4869565217391303,2.8579387186629526,3.7868852459016393,13.714285714285714
Grains,5.0,65.648,28.654708513610817,14.52,75.0,78.72,80.0,80.0,5.0,2.4,5.366563145999495,0.0,0.0,0.0,0.0,12.0,5.0,312.8,100.54203101191062,133.0,356.0,356.0,357.0,362.0,5.0,2.04,2.132604042010612,0.0,0.4,2.2,2.2,5.4,5.0,7.782000000000001,2.9851247880113823,4.56,6.67,6.67,8.51,12.5,5.0,0.772,1.0617297207858503,0.0,0.0,0.0,1.79,2.07,5.0,1.6019999999999999,2.6953886547212442,0.0,0.0,0.0,1.79,6.22,5.0,2.6055983458626484,0.8087506067854527,1.8735955056179776,1.8735955056179776,2.350828729281768,3.428571428571428,3.5014005602240896
Grains/Flour,317.0,71.79757097791794,9.648385388248524,14.51,70.0,74.22,76.37,86.67,317.0,0.22397476340694006,1.6217448329372144,0.0,0.0,0.0,0.0,16.0,317.0,359.74132492113563,45.81017480822954,94.0,356.0,367.0,369.0,633.0,317.0,6.245110410094632,4.125156276723499,0.0,3.3,5.7,9.3,22.3,317.0,10.497507886435322,2.909562329102313,3.0,8.89,10.0,13.29,20.0,317.0,6.822965299684543,11.12289826721058,0.0,0.0,0.9,3.33,35.0,317.0,3.677917981072559,5.622060364322591,0.0,0.98,2.17,5.65,53.33,317.0,2.910919738576474,0.7185475246549935,1.6657223796033995,2.4146341463414633,2.7247956403269753,3.5264550264550265,4.793388429752065
"Granulated, Brown & Powdered Sugar",1254.0,97.31004784689001,23.010164948981956,1.23,100.0,100.0,100.0,400.0,1254.0,0.10446570972886762,2.14615880106343,0.0,0.0,0.0,0.0,75.0,1254.0,373.2328548644338,76.59990272102861,55.0,375.0,375.0,375.0,1500.0,1254.0,0.859090909090909,5.893156944613938,0.0,0.0,0.0,0.0,100.0,1254.0,0.44163476874003177,3.1616180998591514,0.0,0.0,0.0,0.0,36.11,1254.0,93.01258373205727,28.646260211851025,0.0,96.67,100.0,100.0,400.0,1254.0,0.3356459330143542,2.854162251913996,0.0,0.0,0.0,0.0,39.53,1254.0,0.20826006362749316,1.216184580842237,0.0,0.0,0.0,0.0,11.181818181818182
Gravy Mix,2194.0,35.386030082041344,28.227843353882307,0.0,5.45,45.0,60.0,100.0,2194.0,3.5095715587967184,11.039544617890353,0.0,0.0,0.0,0.0,83.0,2194.0,216.436645396536,155.67673149952117,10.0,48.0,286.0,333.0,550.0,2194.0,0.13983591613491334,1.005565529524411,0.0,0.0,0.0,0.0,16.7,2194.0,3.9502233363719297,6.47229887357464,0.0,0.0,0.83,3.51,54.55,2194.0,4.926777575205129,9.194119815297409,0.0,0.0,0.0,10.0,80.0,2194.0,4.7625387420236995,6.683114205613548,0.0,0.0,1.67,8.33,35.0,2194.0,1.9984967193467515,2.278554058486816,0.0,0.0,0.9090909090909091,3.9761904761904763,16.367521367521366
Green Supplements,30.0,37.91700000000001,18.854900789797423,0.0,30.0,39.739999999999995,50.0,66.67,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,340.1666666666667,83.52744060087879,100.0,314.25,333.0,400.0,500.0,30.0,17.780000000000005,14.813749438065745,0.0,0.0,16.7,33.3,38.5,30.0,39.644666666666666,21.256101068720906,15.38,17.265,33.33,60.0,66.67,30.0,4.13,9.08254141860579,0.0,0.0,0.0,0.0,33.33,30.0,0.6666666666666666,2.537081317024625,0.0,0.0,0.0,0.0,10.0,30.0,12.524423816199633,7.906781056426054,4.9935064935064934,5.181062368005989,12.494755244755245,17.02401785714286,33.33
Health Care,8.0,62.16875,47.71476963238352,5.0,5.0,91.175,100.0,100.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,178.125,130.4316323377336,21.0,21.0,267.0,267.0,294.0,8.0,2.2,6.222539674441618,0.0,0.0,0.0,0.0,17.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.866249999999999,18.286947677432195,0.0,0.0,1.665,3.33,52.94,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herbal Supplements,9.0,79.04666666666667,18.224395051688273,50.0,80.0,80.0,85.71,100.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,357.1111111111111,63.38660040664045,250.0,357.0,400.0,400.0,400.0,9.0,8.733333333333333,16.667858290734294,0.0,0.0,0.0,14.3,50.0,9.0,8.731111111111112,16.667023912837923,0.0,0.0,0.0,14.29,50.0,9.0,24.126666666666665,33.89989933613373,0.0,0.0,0.0,28.57,80.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.1117335823218175,6.566000120255653,0.0,0.0,0.0,4.002801120448179,20.0
Herbs & Spices,1071.0,44.528281979458455,34.83129684420883,0.0,20.0,44.44,60.0,333.33,1071.0,1161.4108309990663,18962.042124961346,0.0,0.0,0.0,0.0,310714.0,1071.0,537.8001867413632,1086.9944704224258,20.0,250.0,357.0,508.0,8099.0,1071.0,17.018860877684403,29.068935132357783,0.0,0.0,10.7,24.25,211.3,1071.0,11.67154995331466,17.227305120289426,0.0,0.0,6.67,20.0,105.63,1071.0,15.575910364145662,54.16706145630039,0.0,0.0,0.0,9.09,422.54,1071.0,18.135845004668525,25.210314504043385,0.0,0.0,3.33,33.33,123.24,1071.0,2.6599238360235167,3.690395196492042,0.0,0.0,1.9245283018867925,3.998134328358209,33.333333333333336
Herbs/Spices/Extracts,558.0,12.718100358422964,24.14924958732346,0.33,0.42,0.42,0.83,80.0,558.0,0.14874551971326164,1.1231640689533193,0.0,0.0,0.0,0.0,15.0,558.0,69.56451612903226,124.75732405594563,2.0,4.0,6.0,13.0,429.0,558.0,1.7062724014336916,4.7509024082032285,0.0,0.0,0.0,0.0,33.3,558.0,1.619695340501792,2.2416023411900103,0.0,0.42,0.83,1.67,13.16,558.0,1.7046594982078747,4.2720320648193955,0.0,0.42,0.42,0.83,33.33,558.0,0.7159139784946232,1.8800479786225546,0.0,0.0,0.0,0.0,21.21,558.0,11.51242618390406,8.136392828424622,0.0,2.4979395604395602,10.75,20.75,22.2
Home Decoration & Supplies,4.0,90.52250000000001,14.29441236987376,69.23,89.63000000000001,96.43,97.3225,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,401.25,43.91184350491334,357.0,384.0,393.0,410.25,462.0,4.0,0.95,1.9,0.0,0.0,0.0,0.95,3.8,4.0,0.9625,1.9249999999999998,0.0,0.0,0.0,0.9625,3.85,4.0,70.7425,6.361636974867397,61.54,68.95750000000001,73.215,75.0,75.0,4.0,4.8075,9.615,0.0,0.0,0.0,4.8075,19.23,4.0,0.20833333333333334,0.4166666666666667,0.0,0.0,0.0,0.20833333333333334,0.8333333333333334
Honey,606.0,78.76889438943853,11.249198594723918,4.51,80.95,80.95,80.95,119.05,606.0,0.14521452145214522,1.7829407976118545,0.0,0.0,0.0,0.0,22.0,606.0,302.75082508250824,216.33571009458572,45.0,286.0,286.0,286.0,3333.0,606.0,0.26188118811881195,1.5821156749747747,0.0,0.0,0.0,0.0,16.7,606.0,0.17333333333333334,1.432959064467921,0.0,0.0,0.0,0.0,16.07,606.0,76.26955445544534,11.836752387115714,3.1,76.19,80.95,80.95,100.0,606.0,0.41795379537953786,4.29318149818686,0.0,0.0,0.0,0.0,100.0,606.0,0.07449190315647693,0.5942293444795954,0.0,0.0,0.0,0.0,6.532520325203252
Ice Cream & Frozen Yogurt,42315.0,28.749710977194965,19.097736319331155,0.01,24.29,27.59,31.0,750.0,42315.0,91.63261254874158,1709.0812612732318,0.0,14.0,31.0,40.0,127451.0,42315.0,215.33538934184097,125.14262545750255,1.0,172.0,217.0,253.0,6725.0,42315.0,0.8079877112135089,1.6692560759468653,0.0,0.0,0.0,1.2,100.0,42315.0,3.576513765804234,2.496798467648126,0.0,2.9,3.45,4.48,125.0,42315.0,21.91921257237387,15.73220174945304,0.0,19.4,22.02,24.53,575.0,42315.0,10.070196147938148,7.810097777271732,0.0,5.68,10.47,13.64,450.0,42315.0,1.7640042257894561,3.4850681129635905,0.0,1.2426470588235294,1.5384615384615385,1.939229704797048,349.0
Ice Cream/Ice Novelties (Shelf Stable),20.0,85.56500000000003,3.515121469788551,71.7,85.3,85.9,87.775,88.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,414.7,21.771782800583637,397.0,405.0,406.0,423.0,498.0,20.0,2.935,1.2566769044210464,1.4,1.775,2.75,3.325,4.9,20.0,7.3100000000000005,1.4792957072450672,5.5,6.0,6.4,8.9,9.2,20.0,19.125000000000004,14.833173170828601,1.0,1.9749999999999999,30.1,31.0,35.0,20.0,4.875000000000001,3.97318313327316,2.7,2.8,4.9,5.0,21.1,20.0,1.775989530112445,0.4081440110700179,1.104417670682731,1.4184397163120568,1.5802469135802468,2.2289709769080917,2.2660098522167487
Iced & Bottle Tea,1567.0,16.01055520102099,42.57937022456908,0.0,6.48,8.73,10.0,450.0,1567.0,0.04339502233567326,0.35291989337157137,0.0,0.0,0.0,0.0,4.0,1567.0,66.81876196553925,180.98772657314026,1.0,25.0,33.0,39.0,1750.0,1567.0,0.3038289725590302,2.4667724200904244,0.0,0.0,0.0,0.0,37.5,1567.0,0.38083599234205495,3.892431041857098,0.0,0.0,0.0,0.0,75.0,1567.0,14.595156349712767,39.470792120388396,0.0,5.83,8.33,9.72,425.0,1567.0,0.23223356732610081,2.398737772394432,0.0,0.0,0.0,0.0,58.33,1567.0,0.31594364640736833,1.6131164282543036,0.0,0.0,0.0,0.0,20.833333333333332
"Jam, Jelly & Fruit Spreads",3206.0,56.72800998128552,19.095458713937393,0.45,46.67,60.0,65.0,494.44,3206.0,0.13256394260761073,2.31165130815202,0.0,0.0,0.0,0.0,67.0,3206.0,228.50436681222706,66.08613355317243,22.0,200.0,250.0,250.0,700.0,3206.0,0.7838427947598257,2.2164948968353153,0.0,0.0,0.0,0.0,21.5,3206.0,0.23046475358702426,1.403715774031332,0.0,0.0,0.0,0.0,20.0,3206.0,49.59860885839087,15.712439635911807,0.0,41.18,50.0,60.0,170.0,3206.0,0.4078758577666871,3.4694197491984733,0.0,0.0,0.0,0.0,71.43,3206.0,0.10795118638463702,0.743974170314553,0.0,0.0,0.0,0.0,20.0
"Ketchup, Mustard, BBQ & Cheese Sauce",10401.0,27.13617248341521,24.349507207394332,0.0,14.29,27.27,37.14,1350.0,10401.0,12.702047880011538,599.833172932846,0.0,0.0,0.0,0.0,43243.0,10401.0,173.18132871839245,170.5178244726595,10.0,104.0,139.0,190.0,5500.0,10401.0,0.5762042111335461,1.6708214395648453,0.0,0.0,0.0,0.0,22.9,10401.0,0.8584020767233881,2.680996059205036,0.0,0.0,0.0,0.0,50.0,10401.0,21.650446110950632,23.436032567251484,0.0,7.14,22.22,31.43,1250.0,10401.0,6.081313335256207,17.7498646762448,0.0,0.0,0.0,2.94,550.0,10401.0,0.5730684698298348,1.819665610942644,0.0,0.0,0.0,0.0,20.275862068965516
Kitchen Supplies,3.0,53.56666666666666,40.60227128293852,9.41,35.705,62.0,75.64500000000001,89.29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,254.66666666666666,165.71763132911758,71.0,185.5,300.0,346.5,393.0,3.0,2.5,2.179449471770337,0.0,1.75,3.5,3.75,4.0,3.0,5.306666666666667,4.110064881888525,2.35,2.96,3.57,6.785,10.0,3.0,17.713333333333335,24.90624888122122,2.0,3.355,4.71,25.57,46.43,3.0,1.6466666666666665,1.5015103507246739,0.0,1.0,2.0,2.4699999999999998,2.94,3.0,2.5171964782759324,1.3933107008805306,0.9083969465648855,2.1091280507472314,3.3098591549295775,3.3215962441314555,3.3333333333333335
Liquid Water Enhancer,106.0,145.56094339622643,509.1221182510489,0.0,12.5,50.0,70.0,2700.0,106.0,0.18867924528301888,1.3670490118859941,0.0,0.0,0.0,0.0,10.0,106.0,627.5566037735849,2068.1387310940277,17.0,75.0,250.0,333.0,11000.0,106.0,0.659433962264151,1.7723687836117221,0.0,0.0,0.0,0.0,7.1,106.0,4.095754716981133,19.10654038844953,0.0,0.0,0.0,0.0,100.0,106.0,116.69981132075469,415.4563679686212,0.0,9.56,34.165,60.0,2200.0,106.0,0.5147169811320755,2.106029985562848,0.0,0.0,0.0,0.0,10.71,106.0,0.21752137257934298,0.6486491196811162,0.0,0.0,0.0,0.0,3.3181818181818183
Lunch Snacks & Combinations,2657.0,22.212649604817553,12.807102817787673,0.0,14.12,20.0,27.91,85.71,2657.0,88.7128340233346,1632.0775256274685,0.0,17.0,39.0,58.0,59524.0,2657.0,296.00338727888595,115.82120843290915,3.0,196.0,306.0,395.0,568.0,2657.0,2.2270982310876883,1.6375659794674162,0.0,1.2,1.9,3.0,10.7,2657.0,13.126432066240033,6.588837601561787,0.71,7.07,14.01,18.6,36.84,2657.0,9.744742190440299,8.270301318801247,0.0,3.26,7.38,15.49,55.0,2657.0,17.60551750094103,9.467297500097905,0.0,9.45,17.24,25.42,50.0,2657.0,4.966659218472025,18.461697126824927,0.4,3.5735735735735736,4.345498783454988,5.304878048780487,674.0
Meal Replacement Supplements,427.0,18.344004683840726,35.402858948371446,0.0,6.390000000000001,8.18,24.53,637.5,427.0,26.80093676814988,54.69493027860474,0.0,0.0,2.0,19.0,333.0,427.0,237.04449648711943,295.7418703598787,25.0,58.0,97.0,385.0,4375.0,427.0,5.018032786885251,6.592895441260378,0.0,1.2,1.5,7.5,26.1,427.0,25.522482435597162,28.77182616167258,1.67,4.22,6.04,48.08,162.5,427.0,5.689039812646366,15.248839508397731,0.0,1.69,2.78,5.54,275.0,427.0,7.370234192037472,12.53507218514552,0.0,1.85,3.75,5.8,137.5,427.0,9.684302962885555,5.36237157235355,1.8179669030732861,5.310344827586207,8.311475409836065,13.175977653631286,24.975274725274726
Meat Substitutes,5.0,24.832,7.083863352719335,12.16,28.0,28.0,28.0,28.0,5.0,40.0,13.416407864998739,16.0,46.0,46.0,46.0,46.0,5.0,339.4,108.67290370648976,145.0,388.0,388.0,388.0,388.0,5.0,2.7199999999999998,0.6260990336999411,1.6,3.0,3.0,3.0,3.0,5.0,17.898000000000003,6.9362828662043485,5.49,21.0,21.0,21.0,21.0,5.0,4.470000000000001,1.1851160280748885,2.35,5.0,5.0,5.0,5.0,5.0,17.648000000000003,5.259231883079505,8.24,20.0,20.0,20.0,20.0,5.0,5.08713828652684,0.727242755511912,3.786206896551724,5.412371134020619,5.412371134020619,5.412371134020619,5.412371134020619
Meat/Poultry/Other Animals  Prepared/Processed,2691.0,6.145243403939049,7.245562654772055,0.0,0.0,3.0,13.0,35.9,2691.0,75.55667038275735,673.9937282831072,0.0,45.0,59.0,75.0,35000.0,2691.0,277.02564102564105,146.4216364640868,20.0,178.5,224.0,429.0,875.0,2691.0,0.6145670754366408,1.8538805849588527,0.0,0.0,0.0,0.8,33.3,2691.0,21.874489037532623,10.301535024253443,0.0,14.13,17.86,33.33,57.14,2691.0,0.9354031958379792,1.9482303701797616,0.0,0.0,0.0,1.0,21.43,2691.0,19.53654031958387,14.777039024731213,0.34,7.14,13.08,35.29,89.0,2691.0,9.137440153732227,4.994819221940476,0.0,6.2169108115115375,7.51063829787234,11.176470588235293,100.0
Meat/Poultry/Other Animals  Unprepared/Unprocessed,1568.0,0.31772321428571426,0.9955217441101836,0.0,0.0,0.0,0.0,13.1,1568.0,78.64923469387755,147.54131538030032,9.0,58.0,62.0,71.0,1875.0,1568.0,223.94642857142858,326.44687259246143,13.0,134.0,161.0,219.5,3400.0,1568.0,0.009948979591836736,0.09514304522390547,0.0,0.0,0.0,0.0,1.0,1568.0,24.022213010204037,57.584179789060556,3.57,16.96,18.75,21.0,657.14,1568.0,0.13885841836734675,0.47945516340256455,0.0,0.0,0.0,0.0,3.57,1568.0,13.709668367346938,13.709892301637334,0.0,6.25,8.93,16.96,89.29,1568.0,14.133250103615419,13.652413587152205,0.4348355663824604,7.654054054054054,12.335526315789474,15.608391608391608,115.0
Meat/Poultry/Other Animals Sausages  Prepared/Processed,540.0,2.3694444444444467,2.827471592987758,0.0,0.0,2.245,3.5475,23.53,540.0,82.21296296296296,29.34948739756031,9.0,70.0,76.0,88.0,241.0,540.0,319.3296296296296,102.68354150298586,123.0,206.75,351.0,411.0,595.0,540.0,0.059999999999999984,0.3157463108867449,0.0,0.0,0.0,0.0,2.2,540.0,14.940833333333313,3.3280906305114333,0.0,13.04,14.29,16.95,30.09,540.0,0.556,1.2526809543071442,0.0,0.0,0.0,0.0,7.06,540.0,27.634055555555577,12.175225889134607,7.0,14.485,31.43,39.13,57.14,540.0,5.543969362594666,3.024212505675487,0.0,3.331002331002331,4.285333333333333,7.145,15.430769230769231
Meat/Poultry/Other Animals Sausages – Prepared/Processed,5.0,2.864,0.9531159425799149,1.82,1.82,3.54,3.57,3.57,5.0,58.0,24.68805379125702,31.0,36.0,64.0,68.0,91.0,5.0,299.0,142.88806808127822,182.0,195.0,218.0,400.0,500.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.078000000000003,6.947796053425862,12.5,14.55,21.43,21.82,30.09,5.0,1.436,1.4871045692889253,0.0,0.0,1.82,1.82,3.54,5.0,18.658,13.950819689179557,7.08,12.73,14.55,16.07,42.86,5.0,8.301018429277145,5.243861874265835,3.125,4.286,6.674311926605505,11.989010989010989,15.430769230769231
Meat/Poultry/Other Animals – Prepared/Processed,66.0,2.4066666666666663,3.9634364783541955,0.0,0.0,1.075,3.57,25.0,66.0,69.33333333333333,31.91350489795496,2.0,54.0,62.0,79.25,223.0,66.0,254.62121212121212,192.23045185413937,29.0,107.0,156.5,362.75,875.0,66.0,0.16212121212121214,1.041709416372199,0.0,0.0,0.0,0.0,8.3,66.0,21.056969696969702,8.417418564582333,2.01,16.17,17.93,26.67,42.86,66.0,1.8054545454545454,3.428856360954179,0.0,0.0,0.0,2.695,21.43,66.0,17.919393939393938,18.713453151618197,1.04,2.925,8.33,35.29,76.79,66.0,11.068389913168033,5.392156820284224,1.83704974271012,6.71875,10.246489563567362,15.018691588785046,21.896907216494846
Meat/Poultry/Other Animals – Unprepared/Unprocessed,218.0,0.3171559633027523,1.3328505136332358,0.0,0.0,0.0,0.0,13.1,218.0,67.85321100917432,23.714828699380984,31.0,62.0,64.0,71.0,277.0,218.0,182.5091743119266,88.05382941115893,18.0,143.0,158.0,205.0,821.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,20.379908256880725,3.870597304531766,3.57,18.75,20.54,22.32,33.33,218.0,0.11591743119266054,0.500691993558562,0.0,0.0,0.0,0.0,3.57,218.0,10.773027522935779,10.030969510332069,0.0,6.25,7.14,13.39,89.29,218.0,13.868275313274127,11.069201672503768,0.4348355663824604,9.177570093457945,13.798809885766408,15.577464788732394,99.22222222222223
Media,4.0,67.65,0.0,67.65,67.65,67.65,67.65,67.65,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,441.0,0.0,441.0,441.0,441.0,441.0,441.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.94,0.0,2.94,2.94,2.94,2.94,2.94,4.0,55.88,0.0,55.88,55.88,55.88,55.88,55.88,4.0,20.59,0.0,20.59,20.59,20.59,20.59,20.59,4.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Mexican Dinner Mixes,5135.0,47.85314313534552,11.084265664418135,2.38,43.33,47.78,50.98,411.11,5135.0,1.0547224926971763,31.37295793940074,0.0,0.0,0.0,0.0,2222.0,5135.0,291.19766309639726,88.99357900435349,28.0,237.0,286.0,311.0,1056.0,5135.0,5.003037974683532,5.1549158955375,0.0,2.1,3.6,6.2,44.4,5135.0,7.376134371957025,2.84782288127016,0.0,6.109999999999999,7.14,8.57,37.84,5135.0,1.7314079844206463,2.643749901399842,0.0,0.0,1.41,2.56,40.0,5135.0,8.537242453748684,6.46833020097516,0.0,4.9,7.14,9.0,60.0,5135.0,2.802182920990981,2.056145000638131,0.0,2.0,2.4965034965034967,2.942953020134228,49.607142857142854
Milk,13953.0,13.18112162259044,43.10045067303343,0.0,5.0,5.42,10.83,650.0,13953.0,56.676987027879306,1612.37074723739,0.0,4.0,8.0,15.0,70833.0,13953.0,103.48577366874507,296.9585700128004,5.0,46.0,59.0,75.0,4375.0,13953.0,0.30696624381853715,2.736095777433532,0.0,0.0,0.0,0.0,131.2,13953.0,5.469852361499846,12.886204623096841,0.0,3.33,3.33,3.75,187.5,13953.0,10.598909911846928,24.245235665765364,0.0,5.0,5.0,10.0,370.37,13953.0,3.232268329391932,9.375263466891566,0.0,1.04,2.08,3.33,137.5,13953.0,6.416281668640101,2.974373375809986,0.0,4.970149253731344,6.166666666666667,7.928571428571429,76.2
Milk Additives,4219.0,45.4768641858259,54.98342964405523,0.0,26.67,36.67,50.0,637.5,4219.0,8.421663901398436,22.31598191474391,0.0,0.0,0.0,0.0,217.0,4219.0,342.8343209291301,391.33085021088226,7.0,167.0,233.0,500.0,4375.0,4219.0,0.464138421426879,3.1860227038287725,0.0,0.0,0.0,0.0,50.0,4219.0,5.579936003792359,19.003151278952117,0.0,0.0,0.0,0.0,187.5,4219.0,27.41468357430706,30.074510136427183,0.0,0.0,33.33,40.0,287.5,4219.0,13.773095520265386,16.890296518835633,0.0,4.465,10.0,20.59,137.5,4219.0,1.3072621602141867,3.242966610009018,0.0,0.0,0.0,0.0,21.41304347826087
Milk/Milk Substitutes,2.0,7.02,4.963889603929563,3.51,5.265,7.02,8.774999999999999,10.53,2.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,2.0,149.0,12.727922061357855,140.0,144.5,149.0,153.5,158.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.505,2.4819448019647816,1.75,2.6275,3.505,4.3825,5.26,2.0,0.875,1.2374368670764582,0.0,0.4375,0.875,1.3125,1.75,2.0,10.53,0.0,10.53,10.53,10.53,10.53,10.53,2.0,2.432368896925859,1.873513301617594,1.1075949367088607,1.7699819168173598,2.432368896925859,3.094755877034358,3.757142857142857
Miscellanious,66.0,21.157424242424245,15.949316195673003,1.32,6.7875,22.35,30.384999999999998,65.71,66.0,1300.530303030303,7335.842379859621,0.0,0.0,0.0,38.0,46154.0,66.0,178.77272727272728,126.4992302140817,9.0,81.25,200.0,232.5,562.0,66.0,1.2212121212121212,2.8119806953881166,0.0,0.0,0.0,1.45,20.0,66.0,4.685454545454546,6.090387427822553,0.0,0.95,3.08,3.6675,21.88,66.0,13.074090909090911,12.246238603345512,0.0,1.075,12.98,21.155,62.86,66.0,8.482878787878786,8.860019233379282,0.0,0.0,9.23,12.0775,46.88,66.0,3.190299616715143,3.5360707043908293,0.0,1.2723577235772356,1.54,4.353658536585366,17.144
Non Alcoholic Beverages  Not Ready to Drink,155.0,45.57877419354836,32.44742349316481,2.3,10.16,42.62,76.19,96.44,155.0,0.06451612903225806,0.8032193289024975,0.0,0.0,0.0,0.0,10.0,155.0,226.41935483870967,175.78779529195714,9.0,41.0,171.0,419.0,519.0,155.0,1.8161290322580645,2.168951026342259,0.0,0.0,0.4,3.7,7.4,155.0,2.073096774193548,2.627295673408115,0.0,0.0,0.42,3.7750000000000004,12.5,155.0,35.46464516129031,24.391044111062918,2.04,8.94,38.1,52.38,92.35,155.0,3.764580645161288,5.759556512363041,0.0,0.0,0.01,7.244999999999999,26.92,155.0,0.6374468018642839,0.7104936927550051,0.0,0.0,0.7418111753371869,1.1095571095571095,3.3333333333333335
