branded_food_category,"Carbohydrate, by difference_count","Carbohydrate, by difference_mean","Carbohydrate, by difference_std","Carbohydrate, by difference_min","Carbohydrate, by difference_25%","Carbohydrate, by difference_50%","Carbohydrate, by difference_75%","Carbohydrate, by difference_max",Cholesterol_count,Cholesterol_mean,Cholesterol_std,Cholesterol_min,Cholesterol_25%,Cholesterol_50%,Cholesterol_75%,Cholesterol_max,Energy_count,Energy_mean,Energy_std,Energy_min,Energy_25%,Energy_50%,Energy_75%,Energy_max,"Fiber, total dietary_count","Fiber, total dietary_mean","Fiber, total dietary_std","Fiber, total dietary_min","Fiber, total dietary_25%","Fiber, total dietary_50%","Fiber, total dietary_75%","Fiber, total dietary_max",Protein_count,Protein_mean,Protein_std,Protein_min,Protein_25%,Protein_50%,Protein_75%,Protein_max,"Sugars, total including NLEA_count","Sugars, total including NLEA_mean","Sugars, total including NLEA_std","Sugars, total including NLEA_min","Sugars, total including NLEA_25%","Sugars, total including NLEA_50%","Sugars, total including NLEA_75%","Sugars, total including NLEA_max",Total lipid (fat)_count,Total lipid (fat)_mean,Total lipid (fat)_std,Total lipid (fat)_min,Total lipid (fat)_25%,Total lipid (fat)_50%,Total lipid (fat)_75%,Total lipid (fat)_max,PE_ratio_count,PE_ratio_mean,PE_ratio_std,PE_ratio_min,PE_ratio_25%,PE_ratio_50%,PE_ratio_75%,PE_ratio_max
Dough Based Products / Meals - Not Ready to Eat - Savoury (Shelf Stable),5.0,70.35400000000001,6.61285339320327,58.93,71.15,72.5,73.33,75.86,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,353.0,9.137833441248533,345.0,346.0,350.0,357.0,367.0,5.0,6.299999999999999,6.576853350957432,1.9,3.3,3.4,5.0,17.9,5.0,11.974,5.5484934892275035,6.9,10.0,10.0,11.54,21.43,5.0,7.741999999999999,4.309544059410461,3.57,3.85,7.5,10.0,13.79,5.0,3.322,2.224009892064332,1.72,1.92,2.5,3.33,7.14,5.0,3.3839999467049893,1.5401363350027482,2.0,2.7247956403269753,2.857142857142857,3.3352601156069364,6.002801120448179
Dressings/Dips (Shelf Stable),2.0,8.175,2.1283914113715077,6.67,7.422499999999999,8.175,8.9275,9.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,295.0,7.0710678118654755,290.0,292.5,295.0,297.5,300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.890000000000001,2.2061731573020285,3.33,4.11,4.890000000000001,5.67,6.45,2.0,29.515,0.6858935777509503,29.03,29.2725,29.515,29.7575,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dried Breads (Shelf Stable),2.0,50.06,13.180470401317246,40.74,45.400000000000006,50.06,54.72,59.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,392.0,108.89444430272832,315.0,353.5,392.0,430.5,469.0,2.0,3.4000000000000004,0.42426406871192857,3.1,3.25,3.4000000000000004,3.5500000000000003,3.7,2.0,5.904999999999999,0.48790367901871806,5.56,5.7325,5.904999999999999,6.0775,6.25,2.0,1.85,2.616295090390226,0.0,0.925,1.85,2.7750000000000004,3.7,2.0,19.905,7.205418100290919,14.81,17.3575,19.905,22.4525,25.0,2.0,1.5488509831793413,0.3057931102530026,1.3326226012793176,1.4407367922293295,1.5488509831793413,1.6569651741293532,1.765079365079365
Drinks,6.0,54.809999999999995,26.334500564848383,30.77,30.77,54.809999999999995,78.85,78.85,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,273.0,164.31676725154983,123.0,123.0,273.0,423.0,423.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.925,2.10873184639489,0.0,0.0,1.925,3.85,3.85,6.0,41.03,14.043606374432459,28.21,28.21,41.03,53.85,53.85,6.0,5.77,6.320718313609617,0.0,0.0,5.77,11.54,11.54,6.0,0.45508274231678486,0.49851816699642776,0.0,0.0,0.45508274231678486,0.9101654846335697,0.9101654846335697
Drinks Flavoured - Ready to Drink,44.0,24.490909090909085,17.735509226589098,5.0,8.75,20.6,46.7,54.5,44.0,0.6363636363636364,0.7182313254004375,0.0,0.0,1.0,1.0,4.0,44.0,245.75,167.50163137004938,21.0,60.0,363.0,380.0,455.0,44.0,9.899999999999999,8.243700907430036,0.0,1.7,6.7,17.5,24.3,44.0,24.5,20.884811438871292,0.0,4.8,17.3,48.7,56.7,44.0,8.508636363636365,6.5352587859684,2.3,2.6,5.9,13.9,19.7,44.0,8.963636363636367,6.8445901540064,0.0,1.7,11.8,14.3,20.3,44.0,8.844789334058976,3.796556466500195,0.0,5.593220338983051,8.25,13.603351955307263,15.039787798408488
Egg Based Products / Meals - Not Ready to Eat (Frozen),4.0,3.2,1.369452445322582,1.64,2.255,3.405,4.35,4.35,4.0,209.75,140.25304512439888,0.0,204.0,272.0,277.75,295.0,4.0,95.5,31.12876483254676,49.0,94.0,109.0,110.5,115.0,4.0,1.1,1.2701705922171767,0.0,0.0,1.1,2.2,2.2,4.0,9.27,0.6581793068761737,8.7,8.7,9.27,9.84,9.84,4.0,1.7,1.1415486557012509,0.0,1.6275,2.17,2.2424999999999997,2.46,4.0,5.31,3.627506030318902,0.0,4.89,6.52,6.9399999999999995,8.2,4.0,11.15036428612131,5.960342742174035,7.981651376146788,7.981651376146788,8.269086557638612,11.437799467613132,20.081632653061224
Eggs & Egg Substitutes,1629.0,2.4917434008594275,12.9734769750092,0.0,0.0,0.0,2.0,350.0,1629.0,231.04604051565377,299.3169512638042,0.0,0.0,350.0,373.0,7750.0,1629.0,125.44935543278085,157.75849866682717,11.0,54.0,136.0,143.0,5500.0,1629.0,0.29103744628606504,2.4083838447562322,0.0,0.0,0.0,0.0,40.0,1629.0,12.503020257826945,15.155461543038301,0.0,10.87,12.0,12.5,600.0,1629.0,0.7640699815837937,6.5579672606800745,0.0,0.0,0.0,0.0,200.0,1629.0,7.060877839165155,16.21260505535782,0.0,0.0,8.93,10.0,600.0,1629.0,13.17974076453838,7.381423778280913,0.0,8.571428571428571,9.993006993006993,20.12962962962963,124.0
"Energy, Protein & Muscle Recovery Drinks",4753.0,51.15948874395099,119.25477852030924,0.0,6.25,13.92,29.41,800.0,4753.0,32.2951819903219,82.9875437638914,0.0,0.0,4.0,28.0,2110.0,4753.0,481.63412581527456,883.3893486556963,1.0,64.0,326.0,393.0,10000.0,4753.0,5.776583210603858,9.886949826679663,0.0,0.4,1.3,7.9,81.2,4753.0,42.21963391542189,51.53401452174987,0.0,5.45,12.5,65.75,407.14,4753.0,21.550603829160554,58.20895466535861,0.0,1.21,4.76,9.09,408.33,4753.0,13.18457816116136,37.23464037324083,0.0,1.69,3.33,7.69,1000.0,4753.0,11.335584309390555,6.462013932299546,0.0,5.0,11.4275,16.666666666666668,103.59796437659033
"Entrees, Sides & Small Meals",3854.0,33.63197457187336,23.119744080137153,0.77,16.0,26.79,40.0,89.29,3854.0,5.491956408925791,31.97303419787474,0.0,0.0,0.0,4.0,953.0,3854.0,188.23300467047224,109.94668594729512,6.0,106.0,152.0,233.0,558.0,3854.0,2.827607680332126,3.2204850796343556,0.0,1.2,2.1,3.6,37.1,3854.0,4.9134717176958995,3.842268832548973,0.0,2.42,3.57,7.14,40.0,3854.0,2.1394473274520074,2.7792163518599535,0.0,0.0,1.13,3.25,22.81,3854.0,3.877464971458233,3.76854314682218,0.0,1.43,2.825,5.56,40.4,3854.0,2.6852092384700326,1.523971567757784,0.0,1.849740932642487,2.281437125748503,2.944567901234568,29.75
Fats Edible,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.5,20.19442534004904,0.0,0.0,0.0,0.0,77.0,28.0,928.5714285714286,1.5735915849388864,923.0,929.0,929.0,929.0,929.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish  Prepared/Processed,50.0,10.111199999999997,8.466869802051878,0.0,0.0,14.71,17.7,21.7,50.0,51.04,22.444452975908217,9.0,35.0,42.5,82.0,85.0,50.0,151.28,58.113204091634096,75.0,88.0,186.0,204.0,230.0,50.0,0.9919999999999998,0.9097745852233767,0.0,0.0,1.6,1.8,2.4,50.0,15.272600000000006,2.5258506831302165,5.19,14.16,14.71,18.24,18.24,50.0,0.6058,1.314804385233246,0.0,0.0,0.0,0.88,8.96,50.0,5.402800000000001,3.8591254375644675,0.59,1.18,7.96,8.85,11.5,50.0,12.48874341199056,6.709061680087727,3.326923076923077,6.9411764705882355,7.559002633311389,20.727272727272723,21.209302325581394
Fish  Unprepared/Unprocessed,1089.0,1.5533516988062446,5.336387288126557,0.0,0.0,0.0,0.0,40.79,1089.0,50.66391184573003,22.071512109861256,0.0,36.0,45.0,58.0,277.0,1089.0,108.95867768595042,44.77625277929991,14.0,87.0,97.0,116.0,355.0,1089.0,0.0958677685950414,0.3784539526329327,0.0,0.0,0.0,0.0,3.5,1089.0,17.87550045913688,4.435956810402802,0.0,15.6,18.75,20.35,47.62,1089.0,0.2160514233241505,1.5371840364963043,0.0,0.0,0.0,0.0,26.95,1089.0,3.076639118457304,3.738128795617229,0.0,0.89,1.34,3.98,25.0,1089.0,17.89784486147216,4.867345591171209,0.0,14.620689655172415,20.040816326530614,21.293233082706767,25.154929577464788
Fish & Seafood,2965.0,5.808489038785865,8.34497478285487,0.0,0.0,1.79,10.59,139.39,2965.0,460.39258010118044,7754.069354887383,0.0,27.0,53.0,62.0,200000.0,2965.0,163.13827993254637,67.06939752290099,3.0,107.0,159.0,204.0,621.0,2965.0,0.1979426644182123,0.5203735326144756,0.0,0.0,0.0,0.0,7.1,2965.0,18.31758178752104,8.191749296224355,0.05,12.5,19.3,22.12,85.71,2965.0,1.9216627318718422,4.248187765673601,0.0,0.0,0.0,2.35,42.86,2965.0,7.4318043844856865,8.398647725612909,0.0,1.77,6.36,11.43,285.71,2965.0,12.545032032952586,11.366136182424384,0.06097560975609756,8.345794392523365,11.028571428571428,16.18421052631579,396.6666666666667
Fish – Unprepared/Unprocessed,544.0,1.5547794117647056,5.34109064767528,0.0,0.0,0.0,0.0,40.79,544.0,50.66544117647059,22.091768685091193,0.0,36.0,45.0,58.0,277.0,544.0,108.96507352941177,44.8169663429611,14.0,87.0,97.0,116.0,355.0,544.0,0.09595588235294114,0.37879109570137,0.0,0.0,0.0,0.0,3.5,544.0,17.874852941176496,4.439988093374789,0.0,15.5625,18.75,20.3975,47.62,544.0,0.21625,1.5385848595920004,0.0,0.0,0.0,0.0,26.95,544.0,3.0786580882352954,3.7409749766694627,0.0,0.89,1.34,3.98,25.0,544.0,17.89755272782049,4.871815875756681,0.0,14.620689655172415,20.054116028433846,21.293233082706767,25.154929577464788
Flavored Rice Dishes,2898.0,70.54372670807416,13.596116906807566,0.08,71.43,74.67,76.79,115.79,2898.0,1.1014492753623188,5.7315438642972065,0.0,0.0,0.0,0.0,122.0,2898.0,339.5741890959282,59.94918038043548,29.0,339.0,356.0,360.0,600.0,2898.0,3.390200138026217,2.8563152834108623,0.0,1.8,2.2,4.4,20.0,2898.0,9.005921325051725,3.4984725001538526,1.18,7.35,8.89,10.1,73.21,2898.0,2.731538992408556,2.7473548163174453,0.0,1.61,2.22,3.57,29.03,2898.0,2.1019013112491476,2.172072863875378,0.0,0.89,1.54,2.74,18.75,2898.0,2.6537074143562593,0.8992578054330757,1.0416666666666667,2.225225225225225,2.5,2.8913806581298394,19.522666666666666
Flavored Snack Crackers,3047.0,61.758464063013,10.517680880327184,0.0,60.0,63.33,66.67,86.67,3047.0,8.84673449294388,21.621128994073896,0.0,0.0,0.0,17.0,235.0,3047.0,472.3931736133902,44.122244744466144,94.0,464.0,467.0,500.0,882.0,3047.0,3.268263866097796,2.8193264817773245,0.0,2.6,3.3,3.4,39.3,3047.0,9.968976042008402,5.34296592112381,0.0,6.9,10.0,10.0,50.0,3047.0,3.090902527075807,4.9191844225918,0.0,0.0,0.0,4.76,60.98,3047.0,20.923360682638364,6.717748040447336,0.0,16.67,20.69,25.71,88.24,3047.0,2.1179791737174423,1.0607741862373394,0.0,1.5387931034482758,2.0,2.142,10.0
Flour - Cereal/Pulse (Shelf Stable),1.0,73.33,,73.33,73.33,73.33,73.33,73.33,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,333.0,,333.0,333.0,333.0,333.0,333.0,1.0,3.3,,3.3,3.3,3.3,3.3,3.3,1.0,10.0,,10.0,10.0,10.0,10.0,10.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.003003003003003,,3.003003003003003,3.003003003003003,3.003003003003003,3.003003003003003,3.003003003003003
Flours & Corn Meal,3326.0,70.38682802164779,16.703942921463266,0.0,70.0,73.68,76.67,211.43,3326.0,0.12026458208057728,1.6989952065648282,0.0,0.0,0.0,0.0,40.0,3326.0,369.49609140108237,67.15358997382407,32.0,333.0,367.0,370.0,857.0,3326.0,7.984876728803245,10.091621616815496,0.0,3.3,3.3,10.0,90.0,3326.0,11.22806073361399,8.22961482195948,0.0,7.05,10.0,13.33,77.78,3326.0,2.750986169573048,6.381569061667334,0.0,0.0,0.0,3.33,70.0,3326.0,4.8887522549609175,11.425110626099043,0.0,0.0,1.43,3.33,70.59,3326.0,3.0415063138695757,2.38759303017294,0.0,2.003003003003003,2.7267605633802816,3.6321525885558583,45.91836734693877
Food/Beverage/Tobacco Variety Packs,12.0,65.00083333333333,3.058702809817896,61.9,63.85,63.925,64.0,71.43,12.0,2.25,1.3568010505999362,0.0,2.25,3.0,3.0,3.0,12.0,486.0833333333333,20.74283373879161,429.0,491.0,496.0,496.0,496.0,12.0,6.25,1.3885898668007837,3.6,6.45,7.0,7.0,7.0,12.0,9.658333333333333,1.2087095548057807,7.14,9.879999999999999,10.0,10.42,10.42,12.0,4.668333333333333,10.361315144090131,0.0,0.0,0.49,0.49,28.57,12.0,20.721666666666664,3.010405690972967,14.29,21.8575,22.0,22.13,22.13,12.0,1.9809730962400594,0.18411665201067542,1.5387931034482758,2.0120967741935485,2.0161290322580645,2.100806451612903,2.100806451612903
"French Fries, Potatoes & Onion Rings",3103.0,23.559287786013506,4.795532150120464,8.24,20.24,23.53,25.88,64.29,3103.0,1.0644537544311956,5.909131085863058,0.0,0.0,0.0,0.0,61.0,3103.0,162.10892684498873,52.43382487062131,59.0,129.0,165.0,190.0,571.0,3103.0,2.2374476313244505,0.824423403070683,0.0,1.6,2.4,2.4,7.3,3103.0,2.418514340960421,1.3043091122087578,0.0,1.96,2.35,2.38,14.55,3103.0,1.7324718014824205,2.3841146146060375,0.0,0.0,1.19,1.19,20.91,3103.0,6.629603609410261,4.289415526818899,0.0,4.12,5.95,9.41,42.86,3103.0,1.560666112290889,0.7085179520864479,0.0,1.1782178217821782,1.4251497005988023,1.816793893129771,6.2631578947368425
Frozen Appetizers & Hors D'oeuvres,15816.0,23.10168816388474,11.088072197072238,0.0,16.47,23.94,29.82,217.65,15816.0,81.92564491654021,1543.1067683980275,0.0,15.0,27.0,42.0,83333.0,15816.0,233.13720283257462,73.25048656818457,10.0,190.0,231.0,274.0,2750.0,15816.0,1.414409458775929,1.5672430506831094,0.0,0.7,1.2,1.8,52.9,15816.0,10.511559180576732,4.7505829221205556,0.0,7.14,10.0,13.33,125.0,15816.0,3.162539200809293,4.9617013850024065,0.0,1.0,1.79,3.57,110.0,15816.0,10.96804059180569,6.322792134149961,0.0,7.06,10.6,14.29,200.0,15816.0,4.976348283442634,3.6979311308294407,0.0,3.0529801324503314,4.200892857142857,5.875,109.8
"Frozen Bacon, Sausages & Ribs",1227.0,5.611947840260832,3.56946121713596,0.0,3.57,5.88,7.06,30.77,1227.0,62.07334963325184,17.385781972358366,0.0,53.0,59.0,71.0,125.0,1227.0,255.40260798696008,80.199461334931,77.0,190.0,254.0,294.0,562.0,1227.0,0.858109209453959,0.8477235678236484,0.0,0.0,1.2,1.2,5.8,1227.0,15.897074164629265,3.8262374019388696,5.71,14.12,15.29,16.47,35.71,1227.0,1.6978647106764468,2.6270782506476884,0.0,0.0,1.18,2.27,28.57,1227.0,18.882542787286056,9.077579863140823,2.35,11.76,18.82,23.53,50.0,1227.0,6.815716591566521,2.6145453128266114,2.0000000000000004,5.179245283018868,6.008510638297873,8.324175824175825,17.201834862385322
Frozen Bread & Dough,3537.0,44.4779361040428,9.855074489514537,0.05,37.5,44.74,50.31,72.0,3537.0,88.95448119875601,1373.2686065118728,0.0,0.0,0.0,24.0,27778.0,3537.0,319.9756856092734,67.94488864370976,100.0,274.0,316.0,351.0,679.0,3537.0,2.144246536612968,1.9331668021420214,0.0,1.5,2.0,2.5,25.0,3537.0,7.504681933842227,2.754530198422256,0.0,5.56,7.5,8.77,26.74,3537.0,7.127591178965207,9.49083832874449,0.0,2.0,3.23,7.02,55.46,3537.0,12.554096692111958,7.422414589009799,0.0,7.02,12.28,17.54,64.29,3537.0,2.4749024879002257,1.1206790045431232,0.0,1.766884531590414,2.4928909952606637,3.040590405904059,14.285714285714286
"Frozen Breakfast Sandwiches, Biscuits & Meals",3386.0,20.774232132309546,8.549311187946287,0.0,15.04,22.22,26.67,62.5,3386.0,228.04695806261074,3671.370759166868,0.0,27.0,64.0,96.0,116915.0,3386.0,230.15062020082692,72.61055988832612,44.0,177.0,227.0,287.0,429.0,3386.0,1.4023036030714724,1.0067309706354661,0.0,0.8,1.1,1.9,8.7,3386.0,9.496060248080395,2.5730253614562497,0.44,8.08,9.6,11.11,26.32,3386.0,2.93700236266983,2.848343490915317,0.0,1.32,2.02,3.3899999999999997,30.0,3386.0,12.133130537507387,6.228327273449931,0.0,7.08,10.81,16.67,39.29,3386.0,4.455175586002031,1.7220384677720577,0.7719298245614035,3.2339449541284404,4.065727699530516,5.419836956521739,17.262295081967213
Frozen Dinners & Entrees,18734.0,16.586496210099277,7.294649064973312,0.0,12.17,15.69,19.92,80.0,18734.0,40.33495249279385,1074.108123759592,0.0,9.0,14.0,22.0,66667.0,18734.0,141.59677591544784,51.5171305079654,8.0,106.0,129.0,166.0,416.0,18734.0,1.4610067257393236,0.9626474368710259,0.0,0.9,1.3,1.8,8.8,18734.0,6.881392121276882,2.918414899152167,0.0,5.1,6.36,7.96,28.57,18734.0,2.5877815736094014,2.531582070136343,0.0,1.18,1.91,3.03,23.57,18734.0,5.319573502722327,3.6685763893812116,0.0,2.67,4.41,7.06,30.43,18734.0,5.190986037068645,2.903546323345137,0.0,3.779816513761468,4.77208631206139,6.0,68.0909090909091
Frozen Fish & Seafood,11208.0,5.459029264810814,8.917835480247215,0.0,0.0,0.59,6.19,42.86,11208.0,137.61152748037117,2384.5528912885916,0.0,39.0,59.0,129.0,129412.0,11208.0,126.25544254104211,64.49399843144994,2.0,80.0,106.0,170.0,433.0,11208.0,0.32298358315488934,0.793970959110039,0.0,0.0,0.0,0.0,12.9,11208.0,16.0537660599571,5.2043126916911815,0.0,12.39,16.07,19.64,76.11,11208.0,0.7048090649536086,1.913109503148214,0.0,0.0,0.0,0.71,26.95,11208.0,4.224580656673747,5.003890538027287,0.0,0.88,1.77,7.08,37.65,11208.0,16.278016203847336,13.773436562390502,0.0,8.928571428571429,18.859154929577464,21.524390243902435,595.0
Frozen Fruit & Fruit Juice Concentrates,7078.0,17.451792879344236,41.812742338168526,0.01,11.43,12.33,15.71,1933.33,7078.0,0.12701328058773664,2.538465284344567,0.0,0.0,0.0,0.0,88.0,7078.0,74.85052274653857,175.10034340466183,5.0,48.0,53.0,64.0,8000.0,7078.0,2.51630404068945,1.9536091574576846,0.0,1.4,2.1,3.1,33.3,7078.0,0.8856357728172037,1.1416836495307299,0.0,0.71,0.71,0.88,66.67,7078.0,13.032547329754252,35.86650321342229,0.0,6.67,8.57,12.86,1533.33,7078.0,0.5262220966374754,2.3481657713191884,0.0,0.0,0.0,0.36,33.33,7078.0,1.4976401244832993,1.0905906728404526,0.0,1.109375,1.42,1.9722222222222223,17.314285714285713
"Frozen Pancakes, Waffles, French Toast & Crepes",3683.0,39.88250610914978,6.3375354140671645,0.04,36.36,40.0,42.86,71.43,3683.0,13.723051859896824,20.1092177626805,0.0,7.0,7.0,18.0,279.0,3683.0,262.78577246809664,52.781373906113586,22.0,218.0,257.0,300.0,486.0,3683.0,1.8774911756719592,1.3102284298625746,0.0,1.4,1.4,1.9,9.7,3683.0,5.782256312788461,2.4785448692064103,1.05,4.29,5.71,6.15,17.74,3683.0,8.54864241107795,4.885387672821618,0.0,4.29,8.57,10.53,46.67,3683.0,8.968368178115693,4.326483710386319,0.82,5.13,8.57,11.43,33.33,3683.0,2.248673269307287,1.0373603782241256,0.43388429752066116,1.819526627218935,2.145,2.3497942386831276,27.181818181818183
Frozen Patties and Burgers,3758.0,9.465856838744044,9.905906586730108,0.0,0.66,5.36,17.65,41.55,3758.0,175.99281532730177,2791.6111525314445,0.0,0.0,46.0,68.0,66372.0,3758.0,217.83395423097392,64.62188786822108,61.0,168.0,212.0,267.0,452.0,3758.0,1.7814795103778522,2.311425082643942,0.0,0.0,0.9,3.1,11.3,3758.0,14.860066524747282,4.784121585632919,1.43,12.5,15.89,17.88,29.76,3758.0,1.2080681213411397,1.6646612224443642,0.0,0.0,0.76,1.77,12.2,3758.0,13.54496274614156,7.691688294309475,0.0,7.07,11.94,20.0,44.12,3758.0,7.465497139326418,3.6746317407630875,0.8362573099415205,4.992737285629805,6.49717986555173,9.516129032258064,23.303030303030305
"Frozen Poultry, Chicken & Turkey",1026.0,4.452524366471738,6.737202427431298,0.0,0.0,1.19,6.25,34.29,1026.0,57.36647173489279,19.49549558050383,7.0,46.25,57.0,67.0,124.0,1026.0,142.46881091617934,47.30296233645651,65.0,100.75,125.0,179.0,336.0,1026.0,0.20779727095516545,0.4896764704272659,0.0,0.0,0.0,0.0,2.9,1026.0,18.142797270955207,3.7427291557758973,4.07,15.715,18.75,20.54,28.57,1026.0,1.2945126705653038,3.387232787601168,0.0,0.0,0.0,0.89,21.43,1026.0,5.686159844054569,4.759334537392309,0.0,2.23,3.57,8.57,30.97,1026.0,14.406624270907285,5.733469472370875,3.106280193236715,8.947976878612717,14.986013986013987,19.323858341099722,27.089887640449437
Frozen Prepared Sides,2497.0,19.1754225070084,10.077326514865,2.35,12.94,18.34,23.94,80.36,2497.0,7.288746495794954,14.407430165750844,0.0,0.0,0.0,9.0,182.0,2497.0,130.74729675610732,56.570538082535066,12.0,92.0,127.0,163.0,366.0,2497.0,2.1057268722466915,1.4354330325990354,0.0,1.2,1.9,2.4,12.7,2497.0,4.0207488986784234,2.501794892495868,0.56,2.35,3.52,5.02,34.12,2497.0,2.424245094112936,3.9049617209991627,0.0,0.88,1.77,2.63,62.5,2497.0,4.338586303564272,3.6481579316047905,0.0,1.6,3.52,6.47,21.11,2497.0,3.397791411570038,3.156027243441345,0.3317757009345794,2.14,3.0396039603960396,4.0,83.21951219512194
"Frozen Sausages, Hotdogs & Brats",740.0,3.2804459459459463,4.375559342220226,0.0,0.88,2.245,3.7,29.58,740.0,68.15945945945946,16.400319470459443,0.0,56.0,67.0,81.0,167.0,740.0,304.84054054054053,79.39762375129936,99.0,257.0,319.0,357.5,491.0,740.0,0.21635135135135142,0.5360510001495836,0.0,0.0,0.0,0.0,3.5,740.0,15.851986486486485,3.9511608372639198,7.69,13.33,15.25,17.86,31.82,740.0,1.2539189189189202,1.7374870391686217,0.0,0.0,0.66,1.85,10.71,740.0,24.911216216216236,9.267113190280389,1.1,19.3,26.47,30.855,45.28,740.0,5.831609563650033,2.9433352966951767,2.2551319648093844,3.74438202247191,5.005405405405406,6.831967213114755,21.09090909090909
Frozen Vegetables,14797.0,10.380712306548844,7.0501612104658875,0.0,5.26,7.84,13.48,135.96,14797.0,0.364938838953842,2.672405249109314,0.0,0.0,0.0,0.0,116.0,14797.0,59.36500642022032,37.392147870633934,9.0,34.0,44.0,80.0,667.0,14797.0,2.849489761438283,1.522565435280494,0.0,2.2,2.4,3.5,33.3,14797.0,2.8030972494424216,2.1456253385925366,0.0,1.2,2.35,3.53,22.22,14797.0,3.0067533959585044,2.1270314055602415,0.0,1.46,2.41,4.24,44.44,14797.0,0.6360796107319113,1.8300453277105566,0.0,0.0,0.0,0.59,33.33,14797.0,5.067292457110708,2.625304087859367,0.0,3.324324324324324,4.068965517241379,6.675675675675676,20.263157894736842
Fruit  Prepared/Processed,529.0,54.45344045368622,29.49139702299868,7.68,15.54,75.0,77.88,83.33,529.0,0.07183364839319471,0.3515935620582295,0.0,0.0,0.0,0.0,3.0,529.0,224.65028355387523,125.57542028158505,35.0,63.0,294.0,300.0,449.0,529.0,3.812287334593571,2.0864598353563375,0.0,2.0,4.3,4.4,10.0,529.0,2.1884120982986826,1.4048651033608952,0.0,0.71,2.5,3.24,7.14,529.0,44.067655954631434,25.240725055220302,4.39,10.39,63.0,63.99,73.0,529.0,1.5452362948960285,5.041991886980513,0.0,0.0,0.0,0.25,21.43,529.0,0.9805538993137809,0.5683628840935951,0.0,0.7692307692307693,1.0666666666666667,1.1072664359861593,2.8461538461538467
"Fruit & Vegetable Juice, Nectars & Fruit Drinks",12240.0,16.410567810457433,89.45520515973573,0.0,7.5,10.99,12.71,2700.0,12240.0,0.07941176470588235,1.7723353592361855,0.0,0.0,0.0,0.0,125.0,12240.0,68.51772875816994,362.032052412269,1.0,32.0,46.0,54.0,11000.0,12240.0,0.471952614379086,2.5122024503298355,0.0,0.0,0.0,0.6,150.0,12240.0,0.716017973856214,3.578085443657628,0.0,0.0,0.42,0.83,100.0,12240.0,13.85112091503283,75.74935735450818,0.0,6.0,9.28,11.25,2300.0,12240.0,0.0943333333333335,0.7572527741997398,0.0,0.0,0.0,0.0,66.67,12240.0,1.265447105782711,1.7942682729963797,0.0,0.0,0.8235294117647058,1.8043478260869565,31.695652173913043
Fruit - Prepared/Processed (Shelf Stable),75.0,76.57733333333333,2.170226874012181,75.0,75.5,75.5,76.2,82.8,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,322.7866666666667,15.320268621360091,313.0,318.0,318.0,320.0,438.0,75.0,1.6666666666666656,2.8385537492510835,0.2,0.3,0.3,0.3,10.4,75.0,2.945333333333336,0.7699233611093916,0.0,3.05,3.3,3.3,3.6,75.0,55.65133333333336,7.515798555571321,51.7,51.9,51.9,53.55,74.9,75.0,0.43573333333333364,1.0629804774761842,0.0,0.3,0.3,0.3,9.38,75.0,0.9206256381681023,0.24970251373452984,0.0,0.9457146703074822,1.0377358490566038,1.0377358490566038,1.135646687697161
Fruit – Prepared/Processed,3.0,11.64,0.5156549233741501,11.11,11.39,11.67,11.905000000000001,12.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,3.0,2.1666666666666665,0.9451631252505216,1.1,1.8,2.5,2.7,2.9,3.0,0.5133333333333333,0.44859038479812885,0.0,0.355,0.71,0.77,0.83,3.0,8.043333333333335,1.2000555542696072,6.67,7.62,8.57,8.73,8.89,3.0,0.23666666666666666,0.40991869112463425,0.0,0.0,0.0,0.355,0.71,3.0,1.0266666666666666,0.8971807695962577,0.0,0.71,1.42,1.54,1.66
